,level_0,index,Health Facility Code Short_x,Facility Name,Old Health Facility Names,Old Health Facility Name 2,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #           ,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Official Website,Hospital Licensing Status,Service Capability,Bed Capacity,target,lat,lon,Health Facility Code Short_y
1691,22998,95,2923,ALLEN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,HOSPITAL DRIVE,,REGION VIII (EASTERN VISAYAS),80000000,NORTHERN SAMAR,84800000,ALLEN,84801000,KINABRANAN ZONE II (POB.),084801021,6405.0,,With License,Level 1,50.0,1,12.496839,124.2832138,22
1693,23007,104,3116,NORTHERN SAMAR PROVINCIAL HOSPITAL,NORTHERN SAMAR GENERAL HOSPITAL,,Hospital,Government,Local Government Unit,,BALITE STREET,,REGION VIII (EASTERN VISAYAS),80000000,NORTHERN SAMAR,84800000,CATARMAN (Capital),84805000,ACACIA (POB.),084805062,6400.0,,With License,Level 1,100.0,1,12.500228,124.636536,22
1696,23020,117,3468,CAMP LUKBAN STATION HOSPITAL,,,Hospital,Government,Department of National Defense,,,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CITY OF CATBALOGAN (Capital),86005000,MAULONG,086005026,6700.0,,With License,Level 1,25.0,1,11.7899171,124.8676748,20
1698,23023,120,3542,DIVINE WORD HOSPITAL,"ST. ARNOLD MEDICAL MISSION, INC.",,Hospital,Private,,,AVENIDA VETERANOS,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  44-A,083747071,6500.0,,With License,Level 3,,1,11.2414401,125.000202,70
1700,23030,127,3750,BORONGAN DOCTORS HOSPITAL,,,Hospital,Private,,,REAL STREET,,REGION VIII (EASTERN VISAYAS),80000000,EASTERN SAMAR,82600000,CITY OF BORONGAN (Capital),82604000,SONGCO,082604055,6800.0,,With License,Level 1,,1,11.6111045,125.4330736,23
1701,23032,129,3763,BURAUEN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,"SITIO LUPA, CAMANSI DISTRICT I",,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,BURAUEN,83710000,POBLACION DISTRICT  I,083710018,6516.0,,With License,Level 1,75.0,1,10.9791608,124.8889719,70
1702,23035,132,3800,CARIGARA DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,CARIGARA,83715000,BARUGOHAY NORTE,083715004,6529.0,,With License,Level 1,25.0,1,11.3025794,124.704079,70
1703,23037,134,3812,ADVENTIST HOSPITAL-CALBAYOG INC.,CALBAYOG SANITARIUM AND HOSPITAL,,Hospital,Private,,,NATIONAL HIGHWAY,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CALBAYOG CITY,86003000,TRINIDAD (SABANG),086003154,6710.0,,With License,Level 1,15.0,1,12.0680943,124.5661653,20
1710,23060,157,4439,FELIPE ABRIGO MEMORIAL HOSPITAL,SOUTHERN SAMAR GENERAL HOSPITAL,,Hospital,Government,Local Government Unit,,HOSPITAL VILLAGE,,REGION VIII (EASTERN VISAYAS),80000000,EASTERN SAMAR,82600000,GUIUAN,82609000,POBLACION WARD  9-A,082609021,6809.0,,With License,Level 1,50.0,1,11.035515,125.724814,23
1712,23071,168,4831,CALBAYOG DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,BURGOS STREET,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CALBAYOG CITY,86003000,AWANG EAST (POB.),086003158,6710.0,,With License,Level 1,75.0,1,12.0684138,124.5991212,20
1718,23078,175,5013,TACLOBAN CITY HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  80 (MARASBARAS),083747112,6500.0,,With License,Level 1,25.0,1,11.198303,125.0049087,70
1720,23084,181,5139,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,Hospital,Government,Department Of Health,,,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  93 (BAGACAY),083747127,6500.0,,With License,Level 3,500.0,1,11.2510311,125.0045705,70
1721,23086,183,5169,SOGOD DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,OSMEÑA STREET,,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,SOGOD,86417000,ZONE I (POB.),086417027,6606.0,,With License,Level 1,50.0,1,10.3834377,124.9779153,20
1722,23087,184,5184,BILIRAN PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,CASTIN STREET,,REGION VIII (EASTERN VISAYAS),80000000,BILIRAN,87800000,NAVAL (Capital),87808000,PADRE INOCENTES GARCIA (POB.),087808009,6543.0,,With License,Level 1,75.0,1,11.5568496,124.3971155,5
1724,23096,193,5325,SAMAR PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,CAPITOL GROUND,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CITY OF CATBALOGAN (Capital),86005000,POBLACION  7 (BARANGAY 7),086005040,6700.0,,With License,Level 1,100.0,1,11.7735805,124.8859788,20
1727,23114,211,5792,BASEY DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,SAN MIGUEL STREET,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,BASEY,86002000,LOYO (POB.),086002037,6720.0,,With License,Level 1,35.0,1,11.2792489,125.0651414,20
1730,23120,217,5990,ANAHAWAN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,ANAHAWAN,86401000,POBLACION,086401012,6610.0,,With License,Level 1,50.0,1,10.2744471,125.257431,20
1731,23121,218,6053,OSPA FARMER'S MEDICAL CENTER,,,Hospital,Private,,,,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,ORMOC CITY,83738000,CAN-ADIENG,083738012,6541.0,,With License,Level 2,100.0,1,11.0041341,124.6150519,70
1732,23130,227,6712,HILONGOS DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,C.V. ALCUINO,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,HILONGOS,83719000,CENTRAL BARANGAY (POB.),083719028,6524.0,,With License,Level 1,25.0,1,10.3675488,124.7565989,70
1734,23137,234,6821,"OUR LADY OF PORZIUNCOLA HOSPITAL, INC.",,,Hospital,Private,,,CKC COMPOUND CORNER MAGSAYSAY BOULEVARD,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CALBAYOG CITY,86003000,AWANG EAST (POB.),086003158,6710.0,,With License,Level 2,80.0,1,12.0686543,124.5961523,20
1736,23588,685,11518,WESTERN LEYTE PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,CORNER J.P. LAUREL,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,CITY OF BAYBAY,83708000,POBLACION ZONE  9,083708065,6521.0,,With License,Level 1,100.0,1,10.6805664,124.7979927,70
1737,23589,686,11589,MOTHER OF MERCY HOSPITAL,,,Hospital,Private,,,B. AQUINNO AVENUE,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  68,083747099,6500.0,,With License,Level 2,50.0,1,11.2301994,124.9994661,70
1738,23778,875,14549,ST. CAMILLUS HOSPITAL,,,Hospital,Private,,,MAHARLIKA HIGHWAY,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CALBAYOG CITY,86003000,TRINIDAD (SABANG),086003154,6710.0,,With License,Level 1,50.0,1,12.077992,124.546967,20
1741,23863,960,23733,TACLOBAN DOCTORS MEDICAL CENTER,,,Hospital,Private,,,RIZAL AVENUE EXTENSION,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  37,083747060,6500.0,,With License,Level 2,,1,11.2369101,124.9920822,70
1742,24010,1107,24801,TACLOBAN MATERNITY HOSPITAL, , ,Hospital,Government,Local Government Unit, , , ,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  15,083747036,6500.0, ,Without License,0,,1,11.2448246,125.0042036,70
1743,24015,1112,25693,MAASIN MATERNITY AND CHILDREN HOSPITAL,,,Hospital,Private,,,R. KANGLEON STREET,,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,CITY OF MAASIN (Capital),86407000,ABGAO (POB.),086407001,6600.0,,With License,Level 1,20.0,1,10.1334734,124.8436064,20
1745,24032,1129,26499,ORMOC DOCTORS HOSPITAL,,,Hospital,Private,,,C. AVILES CORNER SAN PABLO STREET,,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,ORMOC CITY,83738000,,,6541.0,,With License,Level 2,48.0,1,11.0049514,124.6117777,70
1746,24042,1139,36845,ST. SCHOLASTICA'S HOSPITAL,,,Hospital,Private,,,,,REGION VIII (EASTERN VISAYAS),80000000,NORTHERN SAMAR,84800000,PAMBUJAN,84815000,CABABTO-AN,084815002,6413.0,,With License,Level 1,10.0,1,12.5529861,124.9122636,22
1748,24045,1142,32074,ORAS DOCTORS HOSPITAL,,,Hospital,Private,,,NATIONAL ROAD,,REGION VIII (EASTERN VISAYAS),80000000,EASTERN SAMAR,82600000,ORAS,82617000,TAWAGAN (POB.),082617041,6818.0,,With License,Level 1,50.0,1,12.1277292,125.4347599,23
1749,24046,1143,32092,"CATARMAN DOCTORS HOSPITAL, INC.",,,Hospital,Private,,,,,REGION VIII (EASTERN VISAYAS),80000000,NORTHERN SAMAR,84800000,CATARMAN (Capital),84805000,BANGKEROHAN,084805076,6400.0,,With License,Level 1,,1,12.4978597,124.64798,22
1750,24163,1260,34600,PONFERRADA POLYMEDIC HOSPITAL,,,Hospital,Private,,,NATIONAL ROAD,,REGION VIII (EASTERN VISAYAS),80000000,EASTERN SAMAR,82600000,GUIUAN,82609000,CANTAHAY,082609015,6809.0,,With License,Level 1,23.0,1,42.5499958,-6.598259000000001,23
1751,24164,1261,34601,"LIVING HOPE HOSPITAL, INC.",,,Hospital,Private,,,NATIONAL HIGHWAY,,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,CITY OF MAASIN (Capital),86407000,ISAGANI,086407029,6600.0,,With License,Level 1,50.0,1,10.1281239,124.8730235,20
1752,24165,1262,34603,CHRIST THE HEALER HOSPITAL,,,Hospital,Private,,,VELOSO,,REGION VIII (EASTERN VISAYAS),80000000,SOUTHERN LEYTE,86400000,SOGOD,86417000,RIZAL,086417032,6606.0,,With License,Level 1,30.0,1,10.3890373,124.9830943,20
1756,24203,1300,36847,ST. JUDE HOSPITAL,,,Hospital,Private,,Single Proprietorship,COR. LOYOLA AND GUIMBAOLIBOT AVE.,,REGION VIII (EASTERN VISAYAS),80000000,EASTERN SAMAR,82600000,GUIUAN,82609000,SALUG,082609044,6809.0,,With License,Level 1,15.0,1,11.0288896,125.7310566,23
1819,24382,1479,37753,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",,,Hospital,Private,,,"LOT 1, TABUAN NATIONAL HIGHWAY",,REGION VIII (EASTERN VISAYAS),80000000,LEYTE,83700000,TACLOBAN CITY (Capital),83747000,BARANGAY  78 (MARASBARAS),083747109,6500.0,,With License,Level 2,100.0,1,11.2046411,125.0078769,70
1821,24387,1484,38485,SALCEDO DOCTORS HOSPITAL,,,Hospital,Private,,,NATIONAL HIGHWAY,,REGION VIII (EASTERN VISAYAS),80000000,EASTERN SAMAR,82600000,SALCEDO,82619000,BARANGAY 13 (POB.),082619007,6802.0,,With License,Level 1,20.0,1,11.1452085,125.6703191,23
1822,24388,1485,38486,CATBALOGAN DOCTORS HOSPITAL,,,Hospital,Private,,,DIVERSION ROAD,,REGION VIII (EASTERN VISAYAS),80000000,SAMAR (WESTERN SAMAR),86000000,CITY OF CATBALOGAN (Capital),86005000,CANLAPWAS (POB.),086005014,6700.0,,With License,Level 1,100.0,1,11.7735805,124.8859788,20
1823,24389,1486,38487,GAMAY DOCTORS HOSPITAL,,,Hospital,Private,,,,,REGION VIII (EASTERN VISAYAS),80000000,NORTHERN SAMAR,84800000,GAMAY,84807000,GAMAY CENTRAL (POB.),084807018,6422.0,,With License,Level 1,25.0,1,12.3817789,125.2965223,22
1824,24394,4,397,"TOBIAS FELICIANO FAITH HOSPITAL, INC.",FAITH HOSPITAL,,Hospital,Private,,,110 FELICIANO STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS OCCIDENTAL,104200000,OZAMIZ CITY,104210000,AGUADA (POB.),104210001,7200,,With License,Level 1,78.0,1,8.150404,123.841559,29
1826,24396,6,435,BUKIDNON PROVINCIAL MEDICAL CENTER - MALAYBALAY CITY,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF MALAYBALAY (Capital),101312000,CASISANG,101312012,8700,,With License,Level 2,150.0,1,8.1279903,125.1286011,39
1827,24397,7,436,BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,MANOLO FORTICH,101314000,SAN MIGUEL,101314018,8703,,With License,Level 1,24.0,1,8.3848098,124.8390664,39
1834,24404,14,522,DR. UY HOSPITAL INC.,,,Hospital,Private,,,19 ROXAS AVENUE,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,ILIGAN CITY,103504000,POBLACION,103504017,9200,,With License,Level 2,,1,8.227288,124.240578,22
1835,24405,15,539,E & R HOSPITAL AND PHARMACY,,,Hospital,Private,,,,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,ILIGAN CITY,103504000,POBLACION,103504017,9200,,With License,Level 2,,1,37.09024,-95.712891,22
1836,24406,16,553,GINGOOG SANITARIUM AND HOSPITAL,GINGOOG SANITARIUM HOSPITAL,,Hospital,Private,,,C. BAGAIPO STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,GINGOOG CITY,104308000,BARANGAY 22 (POB.),104308074,9014,,With License,Level 1,,1,8.823938,125.106734,27
1837,24407,17,560,GREGORIO T. LLUCH MEMORIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,ILIGAN CITY,103504000,PALAO,103504016,9200,,With License,Level 2,119.0,1,8.2259824,124.2544897,22
1838,24408,18,574,ILIGAN MEDICAL CENTER HOSPITAL,,,Hospital,Private,,,SAN MIGUEL VILLAGE,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,ILIGAN CITY,103504000,PALAO,103504016,9200,,With License,Level 2,,1,8.2307509,124.2492872,22
1839,24409,19,587,J.R. BORJA GENERAL HOSPITAL,,,Hospital,Government,Local Government Unit,,SERINA STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,CAGAYAN DE ORO CITY (Capital),104305000,CARMEN,104305044,9000,,With License,Level 1,100.0,1,8.481508999999999,124.627744,27
1840,24410,20,597,KAPATAGAN PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,KAPATAGAN,103505000,POBLACION,103505036,9214,,With License,Level 1,50.0,1,7.915804499999999,123.7726727,22
1842,24412,22,605,KOLAMBUGAN PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,AUSTIN HEIGHTS,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,KOLAMBUGAN,103508000,POBLACION,103508020,9207,,With License,Level 1,75.0,1,8.113948299999999,123.9029033,22
1843,24413,23,616,"LA VIÑA GENERAL HOSPITAL, INC.",,,Hospital,Private,,,L. ALKUINO STREET,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF VALENCIA,101321000,POBLACION,101321024,8709,,With License,Level 2,,1,7.907827299999999,125.092232,39
1844,24414,24,630,MADONNA AND CHILD HOSPITAL,,,Hospital,Private,,,J.V. SERINA STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,CAGAYAN DE ORO CITY (Capital),104305000,CARMEN,104305044,9000,,With License,Level 2,100.0,1,8.4777273,124.6353316,27
1845,24415,25,641,MALAYBALAY MEDICAL HOSPITAL CARE,MALAYBALAY MEDICAL HOSPITAL,,Hospital,Private,,,FORTICH STREET,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF MALAYBALAY (Capital),101312000,BARANGAY 7 (POB.),101312050,8700,,With License,Level 1,38.0,1,8.1522978,125.1294051,39
1846,24416,26,642,MALAYBALAY POLYMEDIC GENERAL HOSPITAL,,,Hospital,Private,,,FORTICH STREET,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF MALAYBALAY (Capital),101312000,BARANGAY 9 (POB.),101312052,8700,,With License,Level 2,150.0,1,8.1486924,125.1319491,39
1850,24420,30,659,MEDIDAS MEDICAL CENTER INC.,MEDIDAS MEDICAL CLINIC,,Hospital,Private,,,"2014 ROXAS STREET, GUINOYURAN ROAD",,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF VALENCIA,101321000,POBLACION,101321024,8709,,With License,Level 1,25.0,1,7.905059799999999,125.0929046,39
1851,24421,31,660,MEDINA GENERAL HOSPITAL,,,Hospital,Private,,,JOSE ABAD SANTOS STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS OCCIDENTAL,104200000,OZAMIZ CITY,104210000,CARMEN (MISAMIS ANNEX),104210037,7200,,With License,Level 2,200.0,1,8.1458155,123.8488373,29
1852,24422,32,676,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,INDEPENDENCE STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS OCCIDENTAL,104200000,OROQUIETA CITY (Capital),104209000,LANGCANGAN LOWER,104209017,7207,,With License,Level 2,159.0,1,8.459526799999999,123.8006496,29
1855,24425,35,729,ROA MEDICAL CLINIC - SALAY, , ,Hospital,Private, , , , ,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,SALAY,104322000,POBLACION,104322011,9007, ,Without License,0,,1,8.8604235,124.7892687,27
1856,24426,36,757,ST. CLAIRE HOSPITAL,,,Hospital,Private,,,,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,QUEZON,101317000,POBLACION (KIOKONG),101317028,8715,,With License,Level 1,20.0,1,7.730852199999999,125.0999234,39
1857,24427,37,767,ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL,,,Hospital,Private,,,"PUROK 8, SAYRE HIGHWAY",,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,MARAMAG,101315000,NORTH POBLACION,101315014,8714,,With License,Level 2,56.0,1,7.7731786,125.0095664,39
1859,24429,39,789,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - TALISAYAN,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,TALISAYAN,104325000,POBLACION,104325010,9012,,With License,Level 1,25.0,1,8.998178,124.879825,27
1863,24463,73,2151,"BETHEL BAPTIST HOSPITAL, INC.",,,Hospital,Private,,,FORTICH STREET,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF MALAYBALAY (Capital),101312000,SUMPONG,101312065,8700,,With License,Level 1,75.0,1,8.1598077,125.1216348,39
1864,24469,79,2271,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - GINGOOG,,,Hospital,Government,Local Government Unit,,DOÑA GRACIANA STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,GINGOOG CITY,104308000,BARANGAY 20 (POB.),104308045,9014,,With License,Level 1,50.0,1,8.820591,125.1108894,27
1865,24475,85,2451,DOÑA MARIA D. TAN MEMORIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,FERTIG STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS OCCIDENTAL,104200000,TANGUB CITY,104215000,MANTIC,104215004,7204,,With License,Level 1,50.0,1,8.057137899999999,123.7502763,29
1866,24476,86,2483,LIPUNAN HOSPITAL,,,Hospital,Private,,,NATIONAL HIGHWAY,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,GINGOOG CITY,104308000,BARANGAY 24-A (POB.),104308075,9014,,With License,Level 1,25.0,1,8.8235146,125.0971332,27
1867,24484,94,2732,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - INITAO,,,Hospital,Government,Local Government Unit,,CODILLA STREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,INITAO,104310000,POBLACION,104310011,9022,,With License,Level 1,25.0,1,8.498835099999999,124.3043553,27
1869,24494,104,3052,TUBOD COMMUNITY HOSPITAL,,,Hospital,Private,,,,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,TUBOD (Capital),103522000,SAN ANTONIO,103522021,9209,,With License,Level 1,40.0,1,8.041725399999999,123.799877,22
1870,24495,105,3074,KISOLON EMERGENCY HOSPITAL,,,Hospital,Private,,,,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,SUMILAO,101319000,KISOLON,101319001,8701,,Without License,0,,1,8.3348646,124.9763838,39
1871,24496,106,3076,VALENCIA MEDICAL HOSPITAL,,,Hospital,Private,,,"PUROK 16, SAYRE HIGHWAY",,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF VALENCIA,101321000,POBLACION,101321024,8709,,With License,Level 1,20.0,1,7.911438,125.092794,39
1872,24500,110,3161,FRANCISCA APAO UY MEMORIAL HOSPITAL,UY MEDICAL CLINIC,,Hospital,Private,,,BURGOS SREET,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS OCCIDENTAL,104200000,JIMENEZ,104207000,NAGA (POB.),104207014,7204,,With License,Level 1,18.0,1,8.3331071,123.8431196,29
1873,24506,116,3315,ABELLA MIDWAY HOSPITAL,,,Hospital,Private,,,,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,CITY OF VALENCIA,101321000,POBLACION,101321024,8709,,With License,Level 1,30.0,1,7.911218099999999,125.0921318,39
1875,24510,120,3379,MISAMIS ORIENTAL PROVINCIAL HOSPITAL- MANTICAO,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,MANTICAO,104318000,POBLACION,104318010,9024,,With License,Level 1,25.0,1,8.4034481,124.2881048,27
1876,24511,121,3380,PUERTO COMMUNITY HOSPITAL,,,Hospital,Private,,,"ZONE 6, PUERTO HIGHWAY",,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,CAGAYAN DE ORO CITY (Capital),104305000,PUERTO,104305063,9000,,With License,Level 1,35.0,1,8.501560699999999,124.7514781,27
1878,24514,124,3623,LANAO DEL NORTE PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,BAROY,103503000,SAGADAN UPPER,103503022,9210,,With License,Level 1,100.0,1,8.0329172,123.7877346,22
1879,24515,125,3625,MISAMIS UNIVERSITY MEDICAL CENTER,,,Hospital,Private,,,,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS OCCIDENTAL,104200000,OZAMIZ CITY,104210000,BAGAKAY,104210004,7200,,With License,Level 2,100.0,1,8.1472166,123.8185936,29
1881,24517,127,3674,MARANDING COMMUNITY HOSPITAL,,,Hospital,Private,,,PUROK POMELO,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,LALA,103509000,MARANDING,103509015,9211,,With License,Level 1,50.0,1,7.922997700000001,123.7762364,22
1883,24521,131,3716,"MERCY COMMUNITY HOSPITAL, INC.",,,Hospital,Private,,,SISTER OF MERCY ROAD,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,ILIGAN CITY,103504000,TUBOD,103504030,9200,,With License,Level 2,95.0,1,8.2152041,124.231427,22
1884,24522,132,3762,BUKIDNON PROVINCIAL HOSPITAL - MARAMAG,MARAMAG DISTRICT HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,MARAMAG,101315000,NORTH POBLACION,101315014,8714,,With License,Level 2,130.0,1,7.764239999999999,125.00858,39
1885,24523,133,3764,BONGCAS HOLY CHILD HOSPITAL,,,Hospital,Private,,,PUROK 2A,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,MARAMAG,101315000,SOUTH POBLACION,101315015,8714,,With License,Level 1,58.0,1,7.758063600000001,125.0018614,39
1886,24524,134,3778,CAMP EVANGELISTA STATION HOSPITAL,,,Hospital,Government,Department of National Defense,,CAMP EVANGELISTA,,REGION X (NORTHERN MINDANAO),100000000,MISAMIS ORIENTAL,104300000,CAGAYAN DE ORO CITY (Capital),104305000,PATAG,104305061,9000,,With License,Level 1,100.0,1,8.4937746,124.6234842,27
1887,24525,135,3785,BONTILAO COUNTRY HOSPITAL,,,Hospital,Private,,,PUROK APITONG,,REGION X (NORTHERN MINDANAO),100000000,LANAO DEL NORTE,103500000,LALA,103509000,MARANDING,103509015,9211,,With License,Level 1,,1,7.926604800000001,123.7731932,22
1889,24527,137,3906,BUKIDNON PROVINCIAL HOSPITAL - KIBAWE,KIBAWE DISTRICT HOSPITAL,,Hospital,Government,Local Government Unit,,POBLACION,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,KIBAWE,101308000,PALMA,101308037,8720,,With License,Level 1,25.0,1,7.571390999999999,124.9921442,39
1890,24536,146,4340,DON CARLOS DOCTORS HOSPITAL,PAHILAN FAMILY CLINIC,,Hospital,Private,,,E. AGUINALDO STREET,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,DON CARLOS,101304000,DON CARLOS SUR (POB.),101304022,8712,,With License,Level 2,,1,7.6796,124.9959719,39
1891,24537,147,4426,SIMBULAN STO. NIÑO HOSPITAL,,,Hospital,Private,,,SAYRE HIGHWAY,,REGION X (NORTHERN MINDANAO),100000000,BUKIDNON,101300000,DON CARLOS,101304000,DON CARLOS NORTE,101304005,8712,,With License,Level 1,48.0,1,7.681614899999999,124.9966371,39
